report_id,crew_id,report_date,fatigue_level,samn_perelli_score,notes,category,created_at
774,16,2026-02-23,Moderate,4,"Noticeable fatigue, functioning with some effort.",Pre-Flight,2026-02-23 03:43:34
775,16,2026-02-25,High,6,"Fatigue impacting performance, requested extra rest.",Pre-Flight,2026-02-25 13:29:36
776,16,2026-03-02,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-03-02 05:24:10
777,16,2026-03-06,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-03-06 20:35:38
778,16,2026-03-09,High,6,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-03-09 15:05:41
779,16,2026-03-12,Moderate,4,Reduced alertness after multiple sectors.,Pre-Flight,2026-03-12 01:05:05
780,16,2026-03-13,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-03-13 23:05:38
781,16,2026-03-16,Mild,3,A bit sluggish after early report time.,Pre-Flight,2026-03-16 20:01:41
782,16,2026-03-17,Moderate,4,Reduced alertness after multiple sectors.,Layover,2026-03-17 09:00:00
783,16,2026-03-21,Moderate,4,"Noticeable fatigue, functioning with some effort.",Pre-Flight,2026-03-21 07:37:05
784,16,2026-03-24,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-03-24 18:57:46
785,16,2026-03-28,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-03-28 02:04:45
786,16,2026-03-30,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-03-30 11:54:36
787,16,2026-04-03,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-04-03 09:39:49
788,16,2026-04-06,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-04-06 23:21:17
789,16,2026-04-18,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-04-18 04:45:05
790,16,2026-04-23,High,6,"Significant fatigue, concentration is difficult.",Post-Flight,2026-04-24 01:07:47
791,16,2026-04-23,Low,2,Feeling fully alert and rested.,Scheduled Check-in,2026-04-23 11:00:00
792,16,2026-04-26,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-04-26 04:09:47
793,16,2026-04-27,Low,2,Feeling fully alert and rested.,Pre-Flight,2026-04-27 20:04:19
794,16,2026-05-02,Moderate,4,Reduced alertness after multiple sectors.,Pre-Flight,2026-05-02 01:44:07
795,16,2026-05-04,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-05-04 07:16:04
796,16,2026-05-05,Low,1,"No fatigue concerns, ready for duty.",Layover,2026-05-05 19:00:00
797,16,2026-05-07,Moderate,4,"Noticeable fatigue, functioning with some effort.",Pre-Flight,2026-05-07 13:35:48
798,16,2026-05-10,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-05-10 19:14:51
799,16,2026-05-14,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-05-14 01:21:48
800,16,2026-05-16,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-05-16 17:32:40
801,16,2026-05-17,Low,2,Feeling fully alert and rested.,Scheduled Check-in,2026-05-17 12:00:00
802,16,2026-05-18,High,5,Struggling to stay alert during cruise.,Pre-Flight,2026-05-18 16:45:33
803,16,2026-05-24,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-05-24 23:19:08
804,16,2026-05-28,Low,2,"No fatigue concerns, ready for duty.",Pre-Flight,2026-05-28 02:07:09
805,16,2026-05-28,Low,2,"Well rested, good sleep last night.",Scheduled Check-in,2026-05-28 17:00:00
806,16,2026-05-30,Low,2,Feeling fully alert and rested.,Pre-Flight,2026-05-30 20:48:02
807,16,2026-06-01,Moderate,4,Reduced alertness after multiple sectors.,Pre-Flight,2026-06-01 23:39:23
808,16,2026-06-04,Moderate,4,"Noticeable fatigue, functioning with some effort.",Pre-Flight,2026-06-04 04:28:07
809,16,2026-06-08,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-06-09 00:19:11
810,16,2026-06-11,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-06-11 00:43:50
811,16,2026-06-19,Low,1,Feeling fully alert and rested.,Layover,2026-06-19 17:00:00
812,16,2026-06-22,Low,2,Feeling fully alert and rested.,Post-Flight,2026-06-22 15:09:55
813,17,2026-01-07,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-01-07 14:26:24
814,17,2026-01-14,Moderate,4,"Noticeable fatigue, functioning with some effort.",Pre-Flight,2026-01-14 20:54:57
815,17,2026-01-16,Moderate,4,Reduced alertness after multiple sectors.,Scheduled Check-in,2026-01-16 13:00:00
816,17,2026-01-18,Mild,3,"Minor drowsiness, manageable.",Pre-Flight,2026-01-18 00:41:49
817,17,2026-01-22,Low,1,Feeling fully alert and rested.,Post-Flight,2026-01-22 20:09:18
818,17,2026-02-02,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-02-02 07:04:21
819,17,2026-02-05,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-02-05 18:33:28
820,17,2026-02-10,High,6,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-02-10 19:00:56
821,17,2026-02-13,High,5,"Fatigue impacting performance, requested extra rest.",Pre-Flight,2026-02-13 03:59:15
822,17,2026-02-17,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-02-17 02:09:56
823,17,2026-02-19,Low,2,Feeling fully alert and rested.,Layover,2026-02-19 08:00:00
824,17,2026-02-20,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-02-20 12:18:37
825,17,2026-02-25,High,5,"Fatigue impacting performance, requested extra rest.",Pre-Flight,2026-02-25 16:38:52
826,17,2026-03-02,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-03-02 14:50:17
827,17,2026-03-04,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-03-04 19:52:44
828,17,2026-03-07,Mild,3,Slightly tired but functioning normally.,Layover,2026-03-07 19:00:00
829,17,2026-03-10,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-03-10 08:06:33
830,17,2026-03-13,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-03-13 22:31:56
831,17,2026-03-16,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-03-16 14:32:48
832,17,2026-03-18,Low,2,Feeling fully alert and rested.,Post-Flight,2026-03-18 17:09:22
833,17,2026-03-23,Severe,7,"Fighting to stay awake, flagged to scheduling.",Pre-Flight,2026-03-23 04:05:03
834,17,2026-03-25,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-03-25 09:57:15
835,17,2026-03-28,High,6,Struggling to stay alert during cruise.,Post-Flight,2026-03-28 16:40:17
836,17,2026-03-28,Mild,3,A bit sluggish after early report time.,Scheduled Check-in,2026-03-28 17:00:00
837,17,2026-03-31,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-03-31 05:54:19
838,17,2026-04-04,Low,1,"Well rested, good sleep last night.",Post-Flight,2026-04-04 06:17:24
839,17,2026-04-11,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-04-11 19:55:07
840,17,2026-04-15,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-04-15 08:14:29
841,17,2026-04-18,Low,2,"Well rested, good sleep last night.",Post-Flight,2026-04-18 01:10:41
842,17,2026-04-21,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-04-21 23:37:29
843,17,2026-04-23,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-04-23 21:17:21
844,17,2026-04-25,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-04-25 19:17:17
845,17,2026-04-29,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-04-29 15:33:17
846,17,2026-05-05,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-05-05 19:44:15
847,17,2026-05-11,Moderate,4,"Noticeable fatigue, functioning with some effort.",Pre-Flight,2026-05-11 17:42:50
848,17,2026-05-12,Low,1,"Well rested, good sleep last night.",Scheduled Check-in,2026-05-12 16:00:00
849,17,2026-05-13,Low,2,"No fatigue concerns, ready for duty.",Post-Flight,2026-05-13 15:01:34
850,17,2026-05-23,Mild,3,A bit sluggish after early report time.,Pre-Flight,2026-05-23 07:53:18
851,17,2026-05-26,Low,1,"No fatigue concerns, ready for duty.",Layover,2026-05-26 08:00:00
852,17,2026-06-05,Mild,3,A bit sluggish after early report time.,Pre-Flight,2026-06-05 03:38:54
853,17,2026-06-07,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-06-07 14:15:17
854,17,2026-06-11,High,6,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-06-11 13:35:15
855,17,2026-06-16,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-06-16 06:49:49
856,17,2026-06-17,Low,2,Feeling fully alert and rested.,Scheduled Check-in,2026-06-17 09:00:00
857,17,2026-06-19,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-06-19 14:51:59
858,17,2026-06-20,Low,1,"Well rested, good sleep last night.",Scheduled Check-in,2026-06-20 16:00:00
859,17,2026-06-25,Low,2,"No fatigue concerns, ready for duty.",Post-Flight,2026-06-25 02:17:27
860,17,2026-06-27,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-06-27 08:07:07
861,17,2026-06-29,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-06-29 09:37:21
862,17,2026-06-29,Low,1,Feeling fully alert and rested.,Scheduled Check-in,2026-06-29 07:00:00
863,17,2026-07-01,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-07-01 22:58:47
864,18,2026-01-09,High,6,Struggling to stay alert during cruise.,Pre-Flight,2026-01-09 04:00:37
865,18,2026-01-10,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-01-11 00:28:37
866,18,2026-01-10,Low,1,"Well rested, good sleep last night.",Layover,2026-01-10 13:00:00
867,18,2026-01-18,High,6,"Significant fatigue, concentration is difficult.",Post-Flight,2026-01-18 06:13:57
868,18,2026-01-21,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-01-21 14:14:34
869,18,2026-01-28,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-01-29 00:24:57
870,18,2026-01-31,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-01-31 19:35:33
871,18,2026-02-05,Mild,3,"Minor drowsiness, manageable.",Pre-Flight,2026-02-05 20:08:44
872,18,2026-02-14,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-02-14 21:56:10
873,18,2026-02-17,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-02-17 06:20:06
874,18,2026-02-19,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-02-19 18:04:09
875,18,2026-02-23,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-02-24 00:29:00
876,18,2026-02-23,Low,2,Feeling fully alert and rested.,Scheduled Check-in,2026-02-23 12:00:00
877,18,2026-02-27,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-02-27 16:33:41
878,18,2026-03-05,High,5,Struggling to stay alert during cruise.,Pre-Flight,2026-03-05 22:35:56
879,18,2026-03-11,Low,1,"No fatigue concerns, ready for duty.",Scheduled Check-in,2026-03-11 13:00:00
880,18,2026-03-13,Moderate,4,"Noticeable fatigue, functioning with some effort.",Pre-Flight,2026-03-13 13:21:41
881,18,2026-03-19,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-03-19 02:55:22
882,18,2026-03-20,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-03-20 19:47:41
883,18,2026-03-22,Low,2,Feeling fully alert and rested.,Layover,2026-03-22 12:00:00
884,18,2026-03-25,High,6,"Fatigue impacting performance, requested extra rest.",Pre-Flight,2026-03-25 22:07:29
885,18,2026-03-27,Low,2,Feeling fully alert and rested.,Pre-Flight,2026-03-27 16:12:04
886,18,2026-03-31,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-03-31 16:56:41
887,18,2026-04-03,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-04-03 13:11:38
888,18,2026-04-03,Low,2,"Well rested, good sleep last night.",Layover,2026-04-03 15:00:00
889,18,2026-04-07,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-04-07 06:34:26
890,18,2026-04-07,Mild,3,Slightly tired but functioning normally.,Scheduled Check-in,2026-04-07 11:00:00
891,18,2026-04-11,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-04-11 09:08:28
892,18,2026-04-12,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-04-12 14:48:26
893,18,2026-04-17,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-04-17 04:42:03
894,18,2026-04-20,High,6,Struggling to stay alert during cruise.,Post-Flight,2026-04-20 06:48:20
895,18,2026-04-25,Moderate,4,"Noticeable fatigue, functioning with some effort.",Pre-Flight,2026-04-25 15:36:18
896,18,2026-05-02,High,5,"Fatigue impacting performance, requested extra rest.",Pre-Flight,2026-05-02 02:14:53
897,18,2026-05-04,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-05-04 08:41:45
898,18,2026-05-07,High,6,Struggling to stay alert during cruise.,Pre-Flight,2026-05-07 01:27:46
899,18,2026-05-10,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-05-10 03:03:12
900,18,2026-05-12,High,6,"Fatigue impacting performance, requested extra rest.",Pre-Flight,2026-05-12 05:21:38
901,18,2026-05-18,Severe,7,"Fighting to stay awake, flagged to scheduling.",Pre-Flight,2026-05-18 22:10:51
902,18,2026-05-20,Low,2,"No fatigue concerns, ready for duty.",Post-Flight,2026-05-20 18:37:56
903,18,2026-05-24,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-05-24 06:31:35
904,18,2026-05-25,Low,1,"Well rested, good sleep last night.",Layover,2026-05-25 07:00:00
905,18,2026-05-31,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-05-31 09:55:47
906,18,2026-06-04,Low,2,Feeling fully alert and rested.,Post-Flight,2026-06-04 01:06:35
907,18,2026-06-13,High,5,"Significant fatigue, concentration is difficult.",Pre-Flight,2026-06-13 23:46:14
908,18,2026-06-17,Moderate,4,"Noticeable fatigue, functioning with some effort.",Pre-Flight,2026-06-17 23:34:06
909,18,2026-06-19,Mild,3,"Minor drowsiness, manageable.",Layover,2026-06-19 10:00:00
910,18,2026-06-20,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-06-20 23:12:53
911,18,2026-06-24,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-06-24 23:57:44
912,18,2026-06-29,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-06-29 07:13:15
913,18,2026-06-29,Low,1,"No fatigue concerns, ready for duty.",Layover,2026-06-29 18:00:00
914,19,2026-01-09,Mild,3,A bit sluggish after early report time.,Pre-Flight,2026-01-09 04:44:31
915,19,2026-01-12,Low,2,Feeling fully alert and rested.,Pre-Flight,2026-01-12 02:14:05
916,19,2026-01-12,Low,2,"No fatigue concerns, ready for duty.",Layover,2026-01-12 08:00:00
917,19,2026-01-17,Low,2,"Well rested, good sleep last night.",Post-Flight,2026-01-17 16:19:13
918,19,2026-01-20,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-01-20 16:36:31
919,19,2026-01-26,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-01-26 21:29:02
920,19,2026-01-29,Moderate,4,Reduced alertness after multiple sectors.,Pre-Flight,2026-01-29 03:22:42
921,19,2026-01-30,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-01-30 23:18:17
922,19,2026-02-03,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-02-03 01:21:47
923,19,2026-02-07,Low,2,"Well rested, good sleep last night.",Layover,2026-02-07 13:00:00
924,19,2026-02-10,Mild,3,A bit sluggish after early report time.,Pre-Flight,2026-02-10 09:57:07
925,19,2026-02-13,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-02-13 18:43:08
926,19,2026-02-17,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-02-17 07:47:52
927,19,2026-02-17,Low,1,Feeling fully alert and rested.,Scheduled Check-in,2026-02-17 17:00:00
928,19,2026-02-20,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-02-20 09:15:13
929,19,2026-02-23,Low,2,Feeling fully alert and rested.,Pre-Flight,2026-02-23 11:00:58
930,19,2026-02-26,Moderate,4,Reduced alertness after multiple sectors.,Pre-Flight,2026-02-26 23:45:10
931,19,2026-02-28,Mild,3,"Minor drowsiness, manageable.",Pre-Flight,2026-02-28 23:57:37
932,19,2026-03-03,Mild,3,A bit sluggish after early report time.,Scheduled Check-in,2026-03-03 14:00:00
933,19,2026-03-04,Low,1,"Well rested, good sleep last night.",Post-Flight,2026-03-04 02:26:49
934,19,2026-03-09,Low,2,"No fatigue concerns, ready for duty.",Pre-Flight,2026-03-09 15:27:20
935,19,2026-03-11,Low,2,"No fatigue concerns, ready for duty.",Pre-Flight,2026-03-11 19:13:53
936,19,2026-03-15,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-03-15 17:28:41
937,19,2026-03-17,Low,1,Feeling fully alert and rested.,Scheduled Check-in,2026-03-17 09:00:00
938,19,2026-03-19,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-03-19 14:34:27
939,19,2026-03-21,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-03-21 18:11:56
940,19,2026-03-25,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-03-25 19:07:12
941,19,2026-03-25,Low,1,"Well rested, good sleep last night.",Layover,2026-03-25 15:00:00
942,19,2026-03-28,Mild,3,"Minor drowsiness, manageable.",Pre-Flight,2026-03-28 02:19:03
943,19,2026-03-29,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-03-29 19:18:59
944,19,2026-04-06,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-04-06 02:35:23
945,19,2026-04-07,Mild,3,A bit sluggish after early report time.,Scheduled Check-in,2026-04-07 14:00:00
946,19,2026-04-12,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-04-12 05:40:27
947,19,2026-04-19,Mild,3,"Minor drowsiness, manageable.",Pre-Flight,2026-04-19 19:06:28
948,19,2026-04-21,Low,2,"No fatigue concerns, ready for duty.",Layover,2026-04-21 20:00:00
949,19,2026-04-22,Low,1,"Well rested, good sleep last night.",Post-Flight,2026-04-23 00:28:26
950,19,2026-04-25,Low,2,"Well rested, good sleep last night.",Post-Flight,2026-04-25 10:37:24
951,19,2026-04-26,Low,2,"Well rested, good sleep last night.",Pre-Flight,2026-04-26 11:41:53
952,19,2026-05-05,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-05-05 07:38:49
953,19,2026-05-06,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-05-06 15:56:07
954,19,2026-05-09,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-05-09 08:38:23
955,19,2026-05-15,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-05-15 10:24:49
956,19,2026-05-19,Low,2,"No fatigue concerns, ready for duty.",Layover,2026-05-19 17:00:00
957,19,2026-05-22,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-05-22 17:54:59
958,19,2026-05-26,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-05-26 19:14:32
